  iter           loss   elapsed_time
  8090         1.0220    00:00:04:42
  8100         0.9593    00:00:04:42
  8110         1.0934    00:00:04:42
  8120         1.0723    00:00:04:42
  8130         0.8001    00:00:04:42
  8140         1.0970    00:00:04:42
  8150         0.9450    00:00:04:42
  8160         1.1065    00:00:04:43
  8170         1.0446    00:00:04:43
  8180         0.8442    00:00:04:43
  8190         1.0357    00:00:04:43
  8200         0.9576    00:00:04:43
  8210         0.9412    00:00:04:43
  8211         1.0197    00:00:04:51
  8221         1.1034    00:00:04:51
  8231         1.0684    00:00:04:51
  8241         1.0295    00:00:04:51
  8251         0.9992    00:00:04:51
  8261         0.9950    00:00:04:52
  8271         0.8303    00:00:04:52
  8281         0.7679    00:00:04:52
  8291         0.8851    00:00:04:52
  8301         1.3123    00:00:04:52
  8311         1.0450    00:00:04:52
  8321         1.1104    00:00:04:53
  8331         0.9228    00:00:04:53
  8341         0.9777    00:00:04:53
  8351         0.9444    00:00:04:53
  8361         0.9530    00:00:04:53
  8371         0.9267    00:00:04:53
  8381         0.9215    00:00:04:54
  8391         0.9611    00:00:04:54
  8401         0.9596    00:00:04:54
  8411         1.0673    00:00:04:54
  8421         0.9483    00:00:04:54
  8431         0.8637    00:00:04:54
  8441         1.0201    00:00:04:55
  8451         0.9713    00:00:04:55
  8461         1.1284    00:00:04:55
  8471         0.8174    00:00:04:55
  8481         1.0403    00:00:04:55
